order_details_id,order_id,order_date,order_time,item_id
775,337,1/6/23,15:03:12,109
776,337,1/6/23,15:03:12,113
777,338,1/6/23,15:18:26,129
778,338,1/6/23,15:18:26,106
779,338,1/6/23,15:18:26,NULL
780,339,1/6/23,15:25:13,122
781,340,1/6/23,15:35:32,118
782,341,1/6/23,15:35:47,101
783,341,1/6/23,15:35:47,113
784,342,1/6/23,15:44:12,120
785,342,1/6/23,15:44:12,105
786,343,1/6/23,15:45:37,124
787,343,1/6/23,15:45:37,125
788,344,1/6/23,16:01:11,110
789,345,1/6/23,16:01:47,118
790,345,1/6/23,16:01:47,131
791,346,1/6/23,16:30:00,126
792,346,1/6/23,16:30:00,109
793,346,1/6/23,16:30:00,110
794,346,1/6/23,16:30:00,111
795,347,1/6/23,16:37:17,131
796,347,1/6/23,16:37:17,106
797,347,1/6/23,16:37:17,132
798,348,1/6/23,16:49:12,108
799,348,1/6/23,16:49:12,106
800,348,1/6/23,16:49:12,106
801,349,1/6/23,17:25:58,113
802,350,1/6/23,17:37:05,108
803,350,1/6/23,17:37:05,113
804,350,1/6/23,17:37:05,122
805,351,1/6/23,17:37:29,107
806,351,1/6/23,17:37:29,109
807,352,1/6/23,17:45:48,107
808,352,1/6/23,17:45:48,110
809,353,1/6/23,17:59:48,101
810,353,1/6/23,17:59:48,102
811,353,1/6/23,17:59:48,119
812,354,1/6/23,18:01:44,126
813,354,1/6/23,18:01:44,132
814,355,1/6/23,18:14:45,103
815,355,1/6/23,18:14:45,117
816,356,1/6/23,18:16:05,103
817,357,1/6/23,18:27:58,102
818,357,1/6/23,18:27:58,105
819,357,1/6/23,18:27:58,131
820,358,1/6/23,18:30:12,117
821,359,1/6/23,18:33:08,126
822,359,1/6/23,18:33:08,106
823,360,1/6/23,18:50:38,101
824,360,1/6/23,18:50:38,126
825,360,1/6/23,18:50:38,109
826,361,1/6/23,19:12:38,107
827,361,1/6/23,19:12:38,110
828,362,1/6/23,19:13:36,101
829,362,1/6/23,19:13:36,129
830,363,1/6/23,19:20:31,128
831,363,1/6/23,19:20:31,129
832,364,1/6/23,19:27:24,117
833,364,1/6/23,19:27:24,NULL
834,365,1/6/23,19:37:26,125
835,365,1/6/23,19:37:26,128
836,365,1/6/23,19:37:26,113
837,366,1/6/23,20:04:20,110
838,367,1/6/23,20:05:12,109
839,367,1/6/23,20:05:12,131
840,368,1/6/23,20:28:16,130
841,368,1/6/23,20:28:16,106
842,369,1/6/23,20:30:06,131
843,370,1/6/23,21:02:30,125
844,370,1/6/23,21:02:30,109
845,371,1/6/23,21:15:20,113
846,372,1/6/23,22:26:59,131
847,373,1/7/23,11:45:18,104
848,373,1/7/23,11:45:18,108
849,373,1/7/23,11:45:18,120
850,374,1/7/23,11:55:59,107
851,374,1/7/23,11:55:59,103
852,374,1/7/23,11:55:59,118
853,375,1/7/23,11:58:36,129
854,376,1/7/23,12:01:17,NULL
855,376,1/7/23,12:01:17,132
856,377,1/7/23,12:03:18,109
857,377,1/7/23,12:03:18,106
858,378,1/7/23,12:19:37,127
859,379,1/7/23,12:25:37,106
860,380,1/7/23,12:32:10,116
861,380,1/7/23,12:32:10,102
862,381,1/7/23,12:33:06,105
863,382,1/7/23,12:33:07,106
864,382,1/7/23,12:33:07,132
865,383,1/7/23,12:43:59,122
866,384,1/7/23,12:51:46,109
867,384,1/7/23,12:51:46,110
868,384,1/7/23,12:51:46,128
869,384,1/7/23,12:51:46,114
870,385,1/7/23,12:54:19,132
871,386,1/7/23,12:58:16,127
872,386,1/7/23,12:58:16,121
873,386,1/7/23,12:58:16,106
874,387,1/7/23,13:03:14,101
875,387,1/7/23,13:03:14,107
876,387,1/7/23,13:03:14,104
877,387,1/7/23,13:03:14,124
878,387,1/7/23,13:03:14,113
879,387,1/7/23,13:03:14,122
880,387,1/7/23,13:03:14,131
881,388,1/7/23,13:04:56,101
882,388,1/7/23,13:04:56,103
883,388,1/7/23,13:04:56,128
884,388,1/7/23,13:04:56,132
885,389,1/7/23,13:10:17,130
886,390,1/7/23,13:15:32,112
887,391,1/7/23,13:25:31,114
888,392,1/7/23,13:36:47,107
889,392,1/7/23,13:36:47,116
890,392,1/7/23,13:36:47,102
891,392,1/7/23,13:36:47,113
892,392,1/7/23,13:36:47,119
893,392,1/7/23,13:36:47,120
894,392,1/7/23,13:36:47,121
895,392,1/7/23,13:36:47,122
896,393,1/7/23,13:48:31,126
897,393,1/7/23,13:48:31,109
898,394,1/7/23,14:02:18,107
899,394,1/7/23,14:02:18,104
900,394,1/7/23,14:02:18,109
901,394,1/7/23,14:02:18,109
902,394,1/7/23,14:02:18,112
903,394,1/7/23,14:02:18,113
904,394,1/7/23,14:02:18,113
905,394,1/7/23,14:02:18,120
906,394,1/7/23,14:02:18,122
907,394,1/7/23,14:02:18,130
908,394,1/7/23,14:02:18,106
909,394,1/7/23,14:02:18,132
910,395,1/7/23,14:11:08,111
911,396,1/7/23,14:12:21,131
912,397,1/7/23,14:31:10,124
913,397,1/7/23,14:31:10,109
914,397,1/7/23,14:31:10,113
915,398,1/7/23,14:56:26,113
916,399,1/7/23,15:47:49,101
917,399,1/7/23,15:47:49,102
918,399,1/7/23,15:47:49,125
919,399,1/7/23,15:47:49,114
920,400,1/7/23,16:03:07,113
921,400,1/7/23,16:03:07,106
922,401,1/7/23,16:08:35,132
923,402,1/7/23,16:24:46,125
924,402,1/7/23,16:24:46,117
925,403,1/7/23,16:26:10,101
926,403,1/7/23,16:26:10,108
927,403,1/7/23,16:26:10,119
928,404,1/7/23,16:39:27,104
929,405,1/7/23,16:44:16,120
930,406,1/7/23,16:50:49,103
931,406,1/7/23,16:50:49,108
932,406,1/7/23,16:50:49,127
933,407,1/7/23,16:56:42,102
934,407,1/7/23,16:56:42,108
935,407,1/7/23,16:56:42,113
936,408,1/7/23,17:09:09,115
937,408,1/7/23,17:09:09,118
938,409,1/7/23,17:15:04,113
939,410,1/7/23,17:33:49,107
940,410,1/7/23,17:33:49,128
941,410,1/7/23,17:33:49,NULL
942,411,1/7/23,17:58:09,117
943,411,1/7/23,17:58:09,105
944,412,1/7/23,18:07:46,115
945,412,1/7/23,18:07:46,123
946,413,1/7/23,18:11:32,114
947,414,1/7/23,18:13:22,108
948,414,1/7/23,18:13:22,124
949,414,1/7/23,18:13:22,117
950,415,1/7/23,18:16:23,102
951,416,1/7/23,18:17:42,131
952,417,1/7/23,18:24:40,113
953,418,1/7/23,18:40:11,104
954,418,1/7/23,18:40:11,120
955,419,1/7/23,19:02:31,101
956,419,1/7/23,19:02:31,109
957,419,1/7/23,19:02:31,127
958,419,1/7/23,19:02:31,132
959,420,1/7/23,19:04:40,124
960,420,1/7/23,19:04:40,112
961,421,1/7/23,19:21:58,101
962,421,1/7/23,19:21:58,116
963,421,1/7/23,19:21:58,104
964,422,1/7/23,19:30:25,125
965,422,1/7/23,19:30:25,117
966,422,1/7/23,19:30:25,131
967,423,1/7/23,19:45:07,117
968,423,1/7/23,19:45:07,120
969,424,1/7/23,20:01:28,113
970,425,1/7/23,20:21:19,121
971,426,1/7/23,20:25:45,108
972,426,1/7/23,20:25:45,120
973,426,1/7/23,20:25:45,121
974,427,1/7/23,21:49:00,131
975,428,1/7/23,22:05:00,116
976,428,1/7/23,22:05:00,110
977,429,1/7/23,22:16:53,122
978,430,1/7/23,22:46:13,126
979,430,1/7/23,22:46:13,120
980,431,1/8/23,11:17:13,107
981,431,1/8/23,11:17:13,103
982,431,1/8/23,11:17:13,125
983,431,1/8/23,11:17:13,109
984,432,1/8/23,11:39:07,110
985,432,1/8/23,11:39:07,106
986,432,1/8/23,11:39:07,132
987,433,1/8/23,11:49:50,122
988,434,1/8/23,11:54:14,111
989,434,1/8/23,11:54:14,122
990,434,1/8/23,11:54:14,132
991,435,1/8/23,12:06:09,108
992,435,1/8/23,12:06:09,112
993,435,1/8/23,12:06:09,123
994,436,1/8/23,12:07:21,108
995,436,1/8/23,12:07:21,117
996,436,1/8/23,12:07:21,112
997,436,1/8/23,12:07:21,118
998,437,1/8/23,12:07:54,101
999,438,1/8/23,12:08:38,132
1000,439,1/8/23,12:13:08,103
